Authors,Author full names,Author(s) ID,Title,Year,Cited by,DOI,Link,stage1_status,stage1_matched_kws,stage2_status,stage2_matched_kws,final_status
Prakash N.; Verma A.; Weddle P.J.; Colclasure A.M.; Schulze M.C.; Carroll G.M.; McBrayer J.D.; Rodrigues M.-T.F.; Kim J.H.; Pach G.F.; Gasper P.; Meyer L.; Musgrove A.; Neale N.R.; Veith G.M.; Burrell A.,"Prakash, Nina (59530760500); Verma, Ankit (56159891200); Weddle, Peter J. (57126387300); Colclasure, Andrew M. (14628346800); Schulze, Maxwell C. (55368105900); Carroll, Gerard M. (56153153200); McBrayer, Josefine D. (57268075400); Rodrigues, Marco-Tulio F. (36844699300); Kim, Jae Ho (60576521300); Pach, Gregory F. (57188565132); Gasper, Paul (57195493578); Meyer, Lydia (57262775400); Musgrove, Amanda (59201963200); Neale, Nathan R. (8291038700); Veith, Gabriel M. (7005401642); Burrell, Anthony (7005794100)",59530760500; 56159891200; 57126387300; 14628346800; 55368105900; 56153153200; 57268075400; 36844699300; 60576521300; 57188565132; 57195493578; 57262775400; 59201963200; 8291038700; 7005401642; 7005794100,Early calendar life and health prediction of silicon batteries via machine learning with uncertainty quantification,2026,1,10.1016/j.xcrp.2026.103250,https://www.scopus.com/pages/publications/105035655885?origin=resultslist,passed_stage1,voltage,passed_stage2,capacity,relevant
Li S.-Y.; Liu Y.-H.; Liu C.-L.; Chen G.-J.; Wang S.-C.,"Li, Shao-Ying (59732017800); Liu, Yi-Hua (58758736700); Liu, Chun-Liang (57154963400); Chen, Guan-Jhu (56732090700); Wang, Shun-Chung (55819447300)",59732017800; 58758736700; 57154963400; 56732090700; 55819447300,Enhanced state of health estimation for lithium-ion batteries using statistical feature extraction and feature selection,2025,1,10.1016/j.ijoes.2025.101012,https://www.scopus.com/pages/publications/105002298102?origin=resultslist,passed_stage1,plot,passed_stage2,curve,relevant
Jimoh B.A.; Schieber C.; Odabaşı Ç.; Kotak Y.; Schweiger H.-G.,"Jimoh, Basit Asipita (58539108200); Schieber, Christina (59348430000); Odabaşı, Çağla (57204973503); Kotak, Yash (56407209900); Schweiger, Hans-Georg (35772600300)",58539108200; 59348430000; 57204973503; 56407209900; 35772600300,Thermal runaway in large format semi-solid-state cells: Analysis of abuse test results and machine-learning-based core temperature prediction,2026,0,10.1016/j.est.2026.121850,https://www.scopus.com/pages/publications/105035263953?origin=resultslist,passed_stage1,"voltage, discharge, current",passed_stage2,voltage,relevant
Sayed K.; ElZohri H.H.; Abo-Khalil A.G.; Aref M.,"Sayed, Khairy (24780869400); ElZohri, Hebatallah H. (60567459700); Abo-Khalil, Ahmed G. (12767147300); Aref, Mahmoud (57201991282)",24780869400; 60567459700; 12767147300; 57201991282,A digital twin–enabled measurement and instrumentation framework for ultra-accurate short-term voltage prediction in lithium-ion batteries for electric vehicle applications,2026,1,10.1016/j.nxener.2026.100612,https://www.scopus.com/pages/publications/105035235133?origin=resultslist,passed_stage1,"charge, voltage",passed_stage2,"voltage, impedance, current",relevant
Zhao J.; Du X.; Yu Y.; Wu M.; Nian H.; Yang L.,"Zhao, Jianyong (57210830002); Du, Xiuwen (59930502500); Yu, Yanxue (57214104179); Wu, Min (57223425044); Nian, Heng (6603738453); Yang, Lei (56955897200)",57210830002; 59930502500; 57214104179; 57223425044; 6603738453; 56955897200,Remaining useful life prediction of lithium-ion batteries based on POA-SVR method in experimental platforms,2025,1,10.1016/j.egyr.2025.11.029,https://www.scopus.com/pages/publications/105023959123?origin=resultslist,passed_stage1,"capacity, voltage, current",passed_stage2,capacity,relevant
Touré O.; Le Granvalet M.; Wernert R.; Bodet M.; Petit P.-E.; Besland M.-P.; Brousse T.; Barbé J.,"Touré, Oumar (60411460600); Le Granvalet, Maryline (58540392500); Wernert, Romain (57261545300); Bodet, Maxime (60411816000); Petit, Pierre-Emmanuel (56034397500); Besland, Marie-Paule (6603949687); Brousse, Thierry (56246122400); Barbé, Jérémy (35112225200)",60411460600; 58540392500; 57261545300; 60411816000; 56034397500; 6603949687; 56246122400; 35112225200,Lanthanum niobate perovskite thin films for Li-ion microbatteries,2026,0,10.1016/j.jpowsour.2026.240136,https://www.scopus.com/pages/publications/105036241904?origin=resultslist,passed_stage1,"charge, capacity, current, discharge",passed_stage2,"capacity, current",relevant
Toghyani S.; Baakes F.; Kühnelt H.; Zhang N.; Krewer U.,"Toghyani, Somayeh (56027353000); Baakes, Florian (57216875959); Kühnelt, Helmut (54403007800); Zhang, Ningxin (55311654200); Krewer, Ulrike (23982794300)",56027353000; 57216875959; 54403007800; 55311654200; 23982794300,Comparative performance assessment of li batteries with solid and highly concentrated electrolytes for aviation applications,2025,1,10.1016/j.est.2025.118213,https://www.scopus.com/pages/publications/105014813795?origin=resultslist,passed_stage1,"capacity, voltage, discharge, current",passed_stage2,"capacity, voltage",relevant
Al-Emrani R.; Larsson C.; Dahlberg C.; Larsson F.; Asp L.E.; Xu J.,"Al-Emrani, Rauan (60225873400); Larsson, Carl (58499758000); Dahlberg, Clara (58934619800); Larsson, Fredrik (7003856903); Asp, Leif E. (7003735733); Xu, Johanna (57194069061)",60225873400; 58499758000; 58934619800; 7003856903; 7003735733; 57194069061,Electro-chemo-mechanical coupling in structural lithium-ion batteries: Experimental findings and numerical modelling,2026,1,10.1016/j.compositesb.2025.113286,https://www.scopus.com/pages/publications/105023950777?origin=resultslist,passed_stage1,"current, curve",passed_stage2,voltage,relevant
Guimaraes L.F.; Rebello C.D.M.; Nogueira I.B.D.R.; Vaccari M.; Espinosa D.C.R.; Botelho Junior A.B.,"Guimaraes, Lucas Fonseca (57224827592); Rebello, Carine de Menezes (60376891200); Nogueira, Idelfonso Bessa dos Reis (57035118100); Vaccari, Mentore (23391377200); Espinosa, Denise Crocce Romano (7003304920); Botelho Junior, Amilton Barbosa (57218187180)",57224827592; 60376891200; 57035118100; 23391377200; 7003304920; 57218187180,"Recycling of Li-ion batteries: hydrometallurgical flowchart, multivariate analysis, and life cycle assessment",2026,1,10.1016/j.cej.2026.173667,https://www.scopus.com/pages/publications/105029643225?origin=resultslist,passed_stage1,curve,passed_stage2,curve,relevant
Rohwer J.; Marken F.; Didcock N.; Erker S.; Kohs W.; Grassberger H.; Vagg C.,"Rohwer, Johannes (57216545739); Marken, Frank (7005886402); Didcock, Nico (56288029000); Erker, Simon (57580812700); Kohs, Wolfram (6507773863); Grassberger, Helmut (57045918100); Vagg, Christopher (55585757500)",57216545739; 7005886402; 56288029000; 57580812700; 6507773863; 57045918100; 55585757500,Impact of battery ageing history on future degradation rates and capacity recovery effects in NMC 622 pouch cells,2025,1,10.1016/j.est.2025.117690,https://www.scopus.com/pages/publications/105011266786?origin=resultslist,passed_stage1,"capacity, cycle life",passed_stage2,capacity,relevant
Li X.; Yu D.; Vilsen S.B.; Jindal P.; Subramanian V.R.; Stroe D.I.,"Li, Xingjun (57211011897); Yu, Dan (58590135900); Vilsen, Søren Byg (57015587000); Jindal, Puneet (57205238125); Subramanian, Venkat R. (7202536519); Stroe, Daniel Ioan (36683200900)",57211011897; 58590135900; 57015587000; 57205238125; 7202536519; 36683200900,Degradation analysis and tanks-in-series modeling of lithium-ion batteries with state of health-adaptive charging strategies,2026,1,10.1016/j.etran.2026.100561,https://www.scopus.com/pages/publications/105029190831?origin=resultslist,passed_stage1,"capacity, current, voltage",passed_stage2,"charge, voltage, current",relevant
Tu Y.; Wu B.; Martínez-Pañeda E.,"Tu, Yang (58968466100); Wu, Billy (7403591460); Martínez-Pañeda, Emilio (56228621100)",58968466100; 7403591460; 56228621100,Phase field modelling of cracking and capacity fade in core-shell cathode particles for lithium-ion batteries,2026,1,10.1016/j.apenergy.2025.127105,https://www.scopus.com/pages/publications/105022104012?origin=resultslist,passed_stage1,"capacity, plot",passed_stage2,capacity,relevant
Liu X.; Ye W.; Deng T.; Chen B.; Liang W.; Zhang C.; Zhang P.; Lu X.; Wang Z.; Chen Y.; Wei Y.; Li H.,"Liu, Xuhao (57938978600); Ye, Wenjie (60466994200); Deng, Tingzhi (60467094500); Chen, Bin (58306392900); Liang, Wei (58305982600); Zhang, Chenyang (59092170300); Zhang, Panpan (57202959884); Lu, Xing (7404838772); Wang, Zhen (58994159300); Chen, Yong (55915468500); Wei, Yaqing (57189356679); Li, Huiqiao (57222001754)",57938978600; 60466994200; 60467094500; 58306392900; 58305982600; 59092170300; 57202959884; 7404838772; 58994159300; 55915468500; 57189356679; 57222001754,Unveiling the structural transition and electrochemical evolution of tin-based chalcogenides for advanced lithium storage,2026,0,10.1016/j.apmate.2026.100413,https://www.scopus.com/pages/publications/105032344558?origin=resultslist,passed_stage1,"capacity, charge, discharge, current",passed_stage2,"capacity, specific capacity",relevant
Qian X.; Wang S.; Zhan X.; Ye J.; Fu L.; Liu L.; Wang Z.; Chen Y.; Wang T.; Wu Y.,"Qian, Xuecheng (59997707700); Wang, Shiyi (60077746900); Zhan, Xiaoyun (60077725900); Ye, Jilei (55541358200); Fu, Lijun (8842511800); Liu, Lili (55584797722); Wang, Zhaogen (60399375300); Chen, Yuhui (36968033500); Wang, Tao (56270639100); Wu, Yuping (35319178500)",59997707700; 60077746900; 60077725900; 55541358200; 8842511800; 55584797722; 60399375300; 36968033500; 56270639100; 35319178500,Precise capacity fade modeling of NCA/graphite lithium-ion batteries across a wide-temperature range using a pseudo-two-dimensional approach,2025,1,10.1016/j.gce.2025.10.001,https://www.scopus.com/pages/publications/105021308637?origin=resultslist,passed_stage1,"charge, capacity, voltage, discharge",passed_stage2,"voltage, current",relevant
Hoenicke P.; Willich C.,"Hoenicke, Pia (57225114578); Willich, Caroline (35410678900)",57225114578; 35410678900,Considerations for the sizing and structure of the battery pack for a direct-hybrid-electric aircraft,2025,1,10.1016/j.est.2025.117321,https://www.scopus.com/pages/publications/105007759834?origin=resultslist,passed_stage1,"current, voltage, discharge, curve",passed_stage2,"current, voltage",relevant
Wang Z.; Hofmann A.; Hanemann T.,"Wang, Zhengqi (7410036536); Hofmann, Andreas (59208081600); Hanemann, Thomas (7003340471)",7410036536; 59208081600; 7003340471,Experimental dataset on electrolyte mixtures containing fluoroethylene carbonate and lithium bis(trifluoromethanesulfonyl)imide,2019,1,10.1016/j.dib.2019.103703,https://www.scopus.com/pages/publications/85061288667?origin=resultslist,passed_stage1,current,passed_stage2,"capacity, discharge",relevant
Tancogne-Dejean T.; Hayoun G.; Mohr D.,"Tancogne-Dejean, Thomas (57016824300); Hayoun, Gabriel (60200428600); Mohr, Dirk (7103042426)",57016824300; 60200428600; 7103042426,"Temperature, strain-rate and charge dependent mechanical response of Li-ion pouch cells",2025,1,10.1016/j.ijmecsci.2025.111001,https://www.scopus.com/pages/publications/105022187850?origin=resultslist,passed_stage1,"charge, voltage",passed_stage2,"charge, voltage",relevant
Chen L.; Ye Q.; Han C.; Pu M.; Ma H.; Weng X.; Yang J.,"Chen, Lei (59805038400); Ye, Qiaoqiao (59302615500); Han, Chengxuan (59953783700); Pu, Minjie (59954526700); Ma, Hongying (59954715900); Weng, Xiuji (59953783800); Yang, Jianping (56230360700)",59805038400; 59302615500; 59953783700; 59954526700; 59954715900; 59953783800; 56230360700,Boron-doped SiOC anode material with an yolk shell multistage structure for lithium-ion batteries,2025,1,10.1016/j.ijoes.2025.101099,https://www.scopus.com/pages/publications/105008586542?origin=resultslist,passed_stage1,"charge, impedance, discharge, current, curve",passed_stage2,current,relevant
Chen H.; Li X.; Ling M.; Gao X.; Zhao D.; Chen Z.,"Chen, Hongqin (59941569700); Li, Xinshuo (60336485600); Ling, Min (55320591700); Gao, Xuehui (55521799900); Zhao, Dian (56593988100); Chen, Zhongwei (35279457000)",59941569700; 60336485600; 55320591700; 55521799900; 56593988100; 35279457000,Dense nano-tips homogenize lithium deposition,2026,0,10.1016/j.apmate.2026.100401,https://www.scopus.com/pages/publications/105027628601?origin=resultslist,passed_stage1,"charge, capacity, impedance, current, voltage",passed_stage2,"charge, current",relevant
Garrido-Sarasol J.-Á.; Orts-Grau S.; Gasque M.; González-Altozano P.; Gimeno-Sales F.-J.; Segui-Chilet S.,"Garrido-Sarasol, José-Ángel (58662361700); Orts-Grau, Salvador (6504241933); Gasque, María (7801539090); González-Altozano, Pablo (6508082044); Gimeno-Sales, Francisco-José (6507758921); Segui-Chilet, Salvador (14422811600)",58662361700; 6504241933; 7801539090; 6508082044; 6507758921; 14422811600,"Analysis of the efficiency, performance, and operational capacity of a high-voltage battery in an autonomous photovoltaic system for water supply",2026,0,10.1016/j.est.2026.121822,https://www.scopus.com/pages/publications/105034578015?origin=resultslist,passed_stage1,"capacity, charge, discharge",passed_stage2,"discharge, charge, voltage, current",relevant
Fantham T.L.; Gladwin D.T.,"Fantham, T.L. (57216633985); Gladwin, D.T. (58898872400)",57216633985; 58898872400,Enabling accurate and fast large-scale battery simulation using only a 9-cell model with variance based parameters,2022,2,10.1016/j.est.2022.105225,https://www.scopus.com/pages/publications/85135691196?origin=resultslist,passed_stage1,"charge, capacity, discharge, impedance, current, voltage, curve",passed_stage2,"capacity, current, voltage",relevant
Xu Z.; Peng M.; Pan G.; Zheng T.; Xiao Y.; Xie W.; Li Y.; Gao J.; Yin S.; Ji Q.; Wu B.; Miao Y.; Shi S.; Cheng Y.-J.; Xia Y.; Müller-Buschbaum P.,"Xu, Zhuijun (57208664009); Peng, Meilan (59156754000); Pan, Guangjiu (58175991700); Zheng, Tianle (57222759718); Xiao, Yiyao (58209014300); Xie, Weiping (57203818523); Li, Yinghui (59509481800); Gao, Jie (57218179257); Yin, Shanshan (57194056788); Ji, Qing (57052180500); Wu, Baohu (36190260200); Miao, Yi (60232394000); Shi, Siqi (55513668300); Cheng, Ya-Jun (55225579600); Xia, Yonggao (9535228700); Müller-Buschbaum, Peter (7003877067)",57208664009; 59156754000; 58175991700; 57222759718; 58209014300; 57203818523; 59509481800; 57218179257; 57194056788; 57052180500; 36190260200; 60232394000; 55513668300; 55225579600; 9535228700; 7003877067,Ten times of LiNO3 solubility increase in co-solvents free ester-based carbonate electrolytes enables 450 Wh/kg lithium metal batteries,2026,1,10.1016/j.ensm.2025.104779,https://www.scopus.com/pages/publications/105024451375?origin=resultslist,passed_stage1,"charge, capacity, impedance, discharge, current, voltage",passed_stage2,"charge, capacity, current, voltage, specific capacity",relevant
de Prado J.; Børresen B.T.; Utrilla V.; Ureña A.,"de Prado, Javier (57156542600); Børresen, Børre T. (7003563096); Utrilla, Victoria (6701436783); Ureña, Alejandro (7004596086)",57156542600; 7003563096; 6701436783; 7004596086,Unveiling the electrochemical threshold properties of novel aluminum‑copper bimetallic foils anodes for high reversibility li-ion batteries,2025,1,10.1016/j.est.2025.117591,https://www.scopus.com/pages/publications/105009490540?origin=resultslist,passed_stage1,"capacity, discharge, specific capacity",passed_stage2,"capacity, voltage, discharge, specific capacity",relevant
Jang Y.S.; Kim Y.; Kim J.,"Jang, Yu Seok (60311265600); Kim, Youngjin (60405353300); Kim, Jonghoon (58163377300)",60311265600; 60405353300; 58163377300,State-of-charge estimation of batteries using parameterized physics-informed neural networks,2026,0,10.1016/j.est.2026.122235,https://www.scopus.com/pages/publications/105036227033?origin=resultslist,passed_stage1,current,passed_stage2,current,relevant
Tavola F.; Casalegno A.; Sordi G.; Rabissi C.; Bozzini B.,"Tavola, Francesco (58133173300); Casalegno, Andrea (23007648200); Sordi, Gabriele (57221766574); Rabissi, Claudio (56389534800); Bozzini, Benedetto (7005949823)",58133173300; 23007648200; 57221766574; 56389534800; 7005949823,Deriving the numerical value of LIB mathematical model parameters from experiments: Case of as-formed and aged NMC/LMO cathodes,2025,1,10.1016/j.est.2025.116180,https://www.scopus.com/pages/publications/86000802274?origin=resultslist,passed_stage1,"plot, charge, current",passed_stage2,charge,relevant
