"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link"
"Melkikh A.V.; Ryutin S.B.; Skripov P.V.","Melkikh, A.V. (6603895837); Ryutin, S.B. (55208216700); Skripov, P.V. (6701855900)","6603895837; 55208216700; 6701855900","Heat Transfer in a Supercritical-Pressure Liquid Under Pulse Heating: Model for a Wide Range of Pressures and Temperatures","2025","0","10.1007/s10765-025-03635-0","https://www.scopus.com/pages/publications/105014717549?origin=resultslist"
"Zelenkova Yu.O.; Sapozhnikov B.G.; Shiryaeva N.P.","Zelenkova, Yu.O. (6506605239); Sapozhnikov, B.G. (6602273314); Shiryaeva, N.P. (6701910739)","6506605239; 6602273314; 6701910739","Interphase heat transfer and axial heat conduction in a vibro-active layer of loose material on gas coolant blowing over it","1999","0","","https://www.scopus.com/pages/publications/0033292640?origin=resultslist"
"Hopkins P.E.; Phinney L.M.","Hopkins, Patrick E. (9942663200); Phinney, Leslie M. (7004124374)","9942663200; 7004124374","Thermal conductivity measurements on polysilicon microbridges using the 3-omega technique","2008","1","10.1115/MNHT2008-52293","https://www.scopus.com/pages/publications/49449116337?origin=resultslist"
"Prysnyakov V.F.; Gabrinets V.A.; Markov V.L.; Petrov B.E.","Prysnyakov, V.F. (6507667283); Gabrinets, V.A. (57201013066); Markov, V.L. (7201577311); Petrov, B.E. (7102325751)","6507667283; 57201013066; 7201577311; 7102325751","Improving characteristics of a heat accumulator","1999","0","","https://www.scopus.com/pages/publications/0033292763?origin=resultslist"
"Arun M.; Rajendran I.; Suresh S.; Senthil Kumar A.P.","Arun, M. (57220356156); Rajendran, I. (14623047500); Suresh, S. (14009292800); Senthil Kumar, A.P. (57221974952)","57220356156; 14623047500; 14009292800; 57221974952","Exploring enhanced heat transfer: a comparative analysis of sintered and mesh wick heat pipes utilizing biologically synthesized silver nanofluids","2025","0","10.1007/s10973-025-14907-0","https://www.scopus.com/pages/publications/105020042970?origin=resultslist"
"Saverchenko V.I.","Saverchenko, Victor I. (44761347300)","44761347300","Heat transfer processes in the gas placed into a newtonian gravitation field","2021","0","10.29235/1561-2430-2021-57-1-77-84","https://www.scopus.com/pages/publications/85107188136?origin=resultslist"
"Guo J.; Chen H.; Wang L.; Wang C.; Feng J.; Peng X.","Guo, Jun (57192557206); Chen, Haichao (59247992200); Wang, Lingzi (57191986648); Wang, Che (57211082056); Feng, Jianmei (7403884637); Peng, Xueyuan (7401594267)","57192557206; 59247992200; 57191986648; 57211082056; 7403884637; 7401594267","Design and experimental study of an oil-free air scroll compressor","2025","0","10.1088/1742-6596/3169/1/012083","https://www.scopus.com/pages/publications/105027936959?origin=resultslist"
"Emirov S.N.; Ramazanova A.E.","Emirov, S.N. (6507688359); Ramazanova, A.E. (59398226200)","6507688359; 59398226200","Impact of pressure on heat transfer processes in fluid-saturated sandstone specimens","2017","0","10.3103/S106287381703011X","https://www.scopus.com/pages/publications/85018481475?origin=resultslist"
"Guo Y.; Zhang X.; Liu X.; Wu X.; Min J.","Guo, Yiqing (58627175000); Zhang, Xuan (57142969300); Liu, Xin (57193244945); Wu, Xiaomin (55714844900); Min, Jingchun (7201919991)","58627175000; 57142969300; 57193244945; 55714844900; 7201919991","Melting Characteristics of Frozen Sessile Water Droplets under Shear Airflow","2026","0","10.1021/acs.langmuir.6c00986","https://www.scopus.com/pages/publications/105036367518?origin=resultslist"
"Mich J.; Hennings de Lara J.V.; Hazenberg T.; Nicolai H.; Hasse C.","Mich, J. (58299639300); Hennings de Lara, J.V. (59550562300); Hazenberg, T. (57219143169); Nicolai, H. (57203801917); Hasse, C. (56379852500)","58299639300; 59550562300; 57219143169; 57203801917; 56379852500","Coupling of the micro and macro flame structures in aluminum–steam suspensions based on an Euler-Lagrangian modeling approach","2026","0","10.1016/j.combustflame.2025.114707","https://www.scopus.com/pages/publications/105024304838?origin=resultslist"
"Babu S.R.; Rao S.C.; Sasikumar G.; Rao M.M.","Babu, S. Ravi (57195236244); Rao, S. Chiranjeeva (56884733100); Sasikumar, G. (37023375300); Rao, M. Maruti (60009570500)","57195236244; 56884733100; 37023375300; 60009570500","Experimental investigation on thermophysical properties of MWCNT-Al2O3/ water hybrid nanofluid for enhanced heat transfer applications","2025","0","10.1063/5.0279376","https://www.scopus.com/pages/publications/105011346618?origin=resultslist"
"Maamar A.; Bouanini M.; Schio E.R.D.; Valdiserri P.; Biserni C.","Maamar, Abdelkarim (35309169000); Bouanini, Mohamed (35207946800); Schio, Eugenia Rossi Di (56786459500); Valdiserri, Paolo (8567999700); Biserni, Cesare (6602321753)","35309169000; 35207946800; 56786459500; 8567999700; 6602321753","Use of Inverse Methods for Simultaneous Identification of Thermal Conductivity and Transfer Coefficients","2025","0","10.4028/p-m3KISR","https://www.scopus.com/pages/publications/105025911340?origin=resultslist"
"Matsevityi Y.M.; Strel’nikova E.A.; Povgorodnii V.O.; Safonov N.A.; Ganchin V.V.","Matsevityi, Yu. M. (6603845680); Strel’nikova, E.A. (36159822600); Povgorodnii, V.O. (57315940500); Safonov, N.A. (6603137457); Ganchin, V.V. (57316032800)","6603845680; 36159822600; 57315940500; 6603137457; 57316032800","Toward the Solution of Inverse Thermal Conductivity and Thermal Elasticity Problems","2022","0","10.1007/s10891-022-02491-1","https://www.scopus.com/pages/publications/85127653434?origin=resultslist"
"Feng X.; Liu A.; Chen Z.; Lin Y.; Guo Y.","Feng, Xue (60083045900); Liu, Ao (59317615200); Chen, Zhaofeng (9334358800); Lin, Yiran (59520187000); Guo, Yucheng (59318299900)","60083045900; 59317615200; 9334358800; 59520187000; 59318299900","Thermal performance study of aramid fiber / glass fiber / fumed Silica composite core material vacuum insulation panels for cold chain","2026","0","10.1088/1742-6596/3175/1/012040","https://www.scopus.com/pages/publications/105032734238?origin=resultslist"
"Nemoto E.; Kawashimo K.","Nemoto, Eizi (35968827100); Kawashimo, Kensuke (6603630981)","35968827100; 6603630981","A Study of the Heat Conduction of Superconductors (1st Report, Measurement of Thermal Conductivities of Nb 3 Sn and V 3 Ga","1987","0","10.1299/kikaib.53.2181","https://www.scopus.com/pages/publications/0023383288?origin=resultslist"
"Feng B.; Li Z.; Zhang X.","Feng, Bo (57205780204); Li, Zhixin (7409086611); Zhang, Xing (55864286000)","57205780204; 7409086611; 55864286000","Thermal and electrical conductivities of polycrystalline metallic nanofilms based on the kinetic theory","2008","1","10.1115/MNHT2008-52009","https://www.scopus.com/pages/publications/49449095464?origin=resultslist"
"Balabanov P.V.; Baranov S.S.; Divin A.G.; Egorov A.S.; Ponomarev S.V.; Shishkina G.V.","Balabanov, P.V. (6603327228); Baranov, S.S. (59938858300); Divin, A.G. (6506701765); Egorov, A.S. (57196474602); Ponomarev, S.V. (7005712004); Shishkina, G.V. (57196467299)","6603327228; 59938858300; 6506701765; 57196474602; 7005712004; 57196467299","Mathematical and Algorithmic Support for Processing Experimental Data Obtained by the Method of a Flat Pulse Heat Source for Measuring Thermophysical Properties of Plant Tissues of Fruits and Root Crops","2025","0","10.1007/s10891-025-03153-8","https://www.scopus.com/pages/publications/105007672386?origin=resultslist"
"Lopatin A.A.; Gabdullina R.A.; Biktagirova A.R.; Terent’ev A.A.; Saetgaraev A.A.; Lopatina O.V.","Lopatin, A.A. (55214121300); Gabdullina, R.A. (57216130209); Biktagirova, A.R. (57216127391); Terent’ev, A.A. (57888551500); Saetgaraev, A.A. (59727692600); Lopatina, O.V. (56712661500)","55214121300; 57216130209; 57216127391; 57888551500; 59727692600; 56712661500","Thermal Parameters of a Radiator with a Three-Dimensional Lattice Ordered Structure Under Free-Convection Conditions","2025","0","10.1007/s10891-025-03111-4","https://www.scopus.com/pages/publications/105003557843?origin=resultslist"
"Huang H.; Tunnicliffe M.C.; Shim Y.-M.; Bronlund J.E.","Huang, Huijian (57199206659); Tunnicliffe, Mark C. (57199185829); Shim, Young-Min (57189903962); Bronlund, John E. (8845589700)","57199206659; 57199185829; 57189903962; 8845589700","Development of fruit simulators for postharvest cold chain optimization","2019","0","10.18462/iir.icr.2019.1308","https://www.scopus.com/pages/publications/85082693982?origin=resultslist"
"Firmansyah M.A.H.; Permanasari A.A.; Puspitasari P.; Zaine S.N.A.; Rosli M.A.M.","Firmansyah, Mohammad Akbar Hafidz (59175673700); Permanasari, Avita Ayu (57193696674); Puspitasari, Poppy (35183934100); Zaine, Siti Nur Azella (37068288500); Rosli, Mohd Afzanizam Mohd (49962346500)","59175673700; 57193696674; 35183934100; 37068288500; 49962346500","Influence of Mass Concentration Variations of Double-Wall Carbon Nanotubes (DWCNTs) on the Performance of Shell and Tube Type Heat Exchanger with Segmental Baffle","2024","0","10.1063/5.0198549","https://www.scopus.com/pages/publications/85196206702?origin=resultslist"
"Li Z.-D.; Xue X.-Y.; Liu B.; Zhang Z.; Tao W.-Q.","Li, Zheng-Dao (59163595500); Xue, Xin-Yu (60624704800); Liu, Bin (58521408100); Zhang, Zhuo (57202848708); Tao, Wen-Quan (57470017800)","59163595500; 60624704800; 58521408100; 57202848708; 57470017800","Experimental and numerical investigation on polymer-based plate heat exchangers: A promising alternative to aluminum foil designs","2026","0","10.1016/j.icheatmasstransfer.2026.111460","https://www.scopus.com/pages/publications/105038451009?origin=resultslist"
"Kikkawa S.; Senda M.; Sakaguchi K.; Shibutani H.","Kikkawa, Shinzo (57200763851); Senda, Mamoru (7103188773); Sakaguchi, Katsuji (7203015337); Shibutani, Hideki (6701732924)","57200763851; 7103188773; 7203015337; 6701732924","Transpiration Cooling with Circular Air Impinging Jets","1993","0","10.1299/kikaib.59.2058","https://www.scopus.com/pages/publications/0027607357?origin=resultslist"
"Cheng Y.; Hu X.; Su Z.; Dong W.; Liu Z.; Li D.; Yu W.","Cheng, Yanhong (57191445247); Hu, Xingqi (60169768900); Su, Zhe (58169808000); Dong, Wanyu (60169562000); Liu, Zhifeng (35790093400); Li, Decai (7405324739); Yu, Wenjuan (57377835300)","57191445247; 60169768900; 58169808000; 60169562000; 35790093400; 7405324739; 57377835300","Experimental Study and Strengthening Mechanism Analysis of Thermal Conductivity for Composite Magnetic Nanofluids","2025","0","10.1088/1742-6596/3129/1/012054","https://www.scopus.com/pages/publications/105024241570?origin=resultslist"
"Lv J.Z.; Li L.Y.; Hu C.Z.; Bai M.L.; Chang S.N.; Gao D.D.; Wang P.","Lv, Ji Zu (35337044700); Li, Liang Yu (57201590259); Hu, Cheng Zhi (55777925300); Bai, Min Li (7201962048); Chang, Sheng Nan (57193214818); Gao, Dong Dong (57193211762); Wang, Peng (60353835100)","35337044700; 57201590259; 55777925300; 7201962048; 57193214818; 57193211762; 60353835100","Quantitative experimental study of SiO2-water nanofluids on backward-facing step flow under low reynolds number","2018","0","10.4028/www.scientific.net/MSF.916.221","https://www.scopus.com/pages/publications/85045333898?origin=resultslist"
"Anwar T.; Tagliabue G.","Anwar, Tarique (57219154826); Tagliabue, Giulia (55586077600)","57219154826; 55586077600","Enhancing hydrovoltaic power generation through coupled heat and light-driven surface charge dynamics","2026","0","10.1038/s41467-025-68261-8","https://www.scopus.com/pages/publications/105029759943?origin=resultslist"
"Rizkiawan M.A.; Permanasari A.A.; Sukarni S.; Puspitasari P.","Rizkiawan, Muhammad Arief (58350818800); Permanasari, Avita Ayu (57193696674); Sukarni, Sukarni (56469591700); Puspitasari, Poppy (35183934100)","58350818800; 57193696674; 56469591700; 35183934100","Physicochemical Properties of Double Walled Carbon Nanotubes Based Nanofluids","2023","0","10.1063/5.0121306","https://www.scopus.com/pages/publications/85162898039?origin=resultslist"
"Ran M.; Wu X.; Yuan B.; Wen Q.","Ran, Maoping (60207968200); Wu, Xiaoyong (60207968300); Yuan, Bo (57212945157); Wen, Qinglong (36132317900)","60207968200; 60207968300; 57212945157; 36132317900","Model Research of Effective Thermal Conductivity Calculation for High-Temperature Gas-Cooled Pebble-Bed Reactor","2026","0","10.1007/978-981-95-3297-1_51","https://www.scopus.com/pages/publications/105022750803?origin=resultslist"
"","","","12th AIAA/ASME Joint Thermophysics and Heat Transfer Conference, 2018","2018","0","","https://www.scopus.com/pages/publications/85056132804?origin=resultslist"
"","","","Journal of Physics: Conference Series","2017","0","","https://www.scopus.com/pages/publications/85037042533?origin=resultslist"
"Rizzuto K.; Overman J.; Bataller A.","Rizzuto, K. (60538459600); Overman, J. (60538334400); Bataller, A. (55963863500)","60538459600; 60538334400; 55963863500","Thermal conductivity of liquid metals using fiber-optic thermoreflectance","2026","0","10.1063/5.0315263","https://www.scopus.com/pages/publications/105034085057?origin=resultslist"
"Gigola T.G.; Cheverda V.V.","Gigola, T.G. (57428825700); Cheverda, V.V. (23017917100)","57428825700; 23017917100","The study of spray impact on the heated sapphire plate","2021","0","10.1088/1742-6596/2119/1/012172","https://www.scopus.com/pages/publications/85123618441?origin=resultslist"
"Li D.; Song F.; Chen M.; Zhou J.; Wang B.","Li, Datao (56066070600); Song, Fenglin (60518946900); Chen, Mingyu (60518947000); Zhou, Jiejie (55998399800); Wang, Binhua (9636309000)","56066070600; 60518946900; 60518947000; 55998399800; 9636309000","Theoretical and experimental investigations of heat transfer in rigid insulation tile materials","2026","0","10.1016/j.ijthermalsci.2026.110863","https://www.scopus.com/pages/publications/105033504839?origin=resultslist"
"Esmaeilpour M.","Esmaeilpour, Mehdi (57189352031)","57189352031","Numerical and experimental analysis of nanofluid–solid wall thermal interactions for microscale cooling applications","2026","0","10.1007/s00231-025-03632-x","https://www.scopus.com/pages/publications/105027938168?origin=resultslist"
"Shinde S.; Kadam A.; Tadas V.; Naik M.; Jadhav O.; Chaudhari A.; Atole S.","Shinde, Sunil (57206156766); Kadam, Atharv (60565770400); Tadas, Vadiraj (60565855800); Naik, Mrunmayee (60565855900); Jadhav, Om (58171705000); Chaudhari, Atharva (57666568900); Atole, Sandesh (60566464400)","57206156766; 60565770400; 60565855800; 60565855900; 58171705000; 57666568900; 60566464400","Heat transfer enhancement in fin-and-tube heat exchangers: A comprehensive review on geometric modification and nanofluids","2026","0","10.1063/5.0317485","https://www.scopus.com/pages/publications/105035072296?origin=resultslist"
"Milanese M.; Faraz M.; Colangelo G.; de Risi A.","Milanese, Marco (55126604500); Faraz, Muhammad (59475787700); Colangelo, Gianpiero (12241264800); de Risi, Arturo (22133972600)","55126604500; 59475787700; 12241264800; 22133972600","Development of a test rig for the study of gas-based nanofluids","2024","0","10.1088/1742-6596/2893/l/012110","https://www.scopus.com/pages/publications/85212297606?origin=resultslist"
"Raudensky M.; Kudelova T.; Bartuli E.","Raudensky, Miroslav (57216709671); Kudelova, Tereza (57667460300); Bartuli, Erik (55616890300)","57216709671; 57667460300; 55616890300","HEAT TRANSFER SURFACES MADE OF POLYMERIC HOLLOW FIBERS - FEATURES AND UTILIZATION","2022","0","","https://www.scopus.com/pages/publications/85137507451?origin=resultslist"
"Qu Z.; Sun Z.; Sun T.; Shao G.","Qu, Zhiyang (60124868100); Sun, Zhihong (50361999200); Sun, Tingrui (58753819700); Shao, Guowei (57208924656)","60124868100; 50361999200; 58753819700; 57208924656","Multiscale analysis of thermal conductivity in 3D pierced-needle-punched C/C composites","2026","0","10.1016/j.ijheatmasstransfer.2025.127967","https://www.scopus.com/pages/publications/105020967502?origin=resultslist"
